ID,Location,Num_Days,Num_People,Food_Level,Hotel_Rating,Guide_Support,Transport_Type,Season,Distance_km,Activities_Count,Total_Cost
665,Mumbai,3,5,Budget,2,Yes,Bus,Off,20,7,59500
666,Darjeeling,4,5,Premium,4,Yes,Flight,Off,1,6,149500
667,Kochi,9,2,Budget,2,No,Bus,Off,4,1,61900
668,Varanasi,6,7,Standard,4,No,Car,Off,15,1,249700
669,Goa,9,7,Standard,4,No,Bus,Off,19,6,362800
670,Manali,6,2,Premium,4,No,Car,Off,11,10,81000
671,Jaipur,9,4,Budget,2,No,Train,Peak,5,8,193200
672,Goa,3,7,Standard,2,No,Car,Off,16,2,90600
673,Pondicherry,3,2,Standard,2,No,Flight,Peak,2,1,48150
674,Darjeeling,7,6,Budget,4,No,Car,Peak,18,2,353400
675,Shimla,8,6,Budget,5,Yes,Flight,Off,3,2,334900
676,Jaipur,7,7,Budget,2,Yes,Train,Peak,7,10,268050
677,Bangalore,3,5,Budget,5,No,Flight,Off,10,8,123500
678,Varanasi,4,6,Budget,5,No,Bus,Peak,12,8,241800
679,Agra,1,2,Standard,2,No,Train,Off,18,3,11700
680,Ooty,4,2,Budget,4,No,Car,Peak,18,10,77100
681,Delhi,3,1,Standard,3,No,Flight,Peak,18,8,34200
682,Leh,5,4,Budget,2,Yes,Car,Off,16,2,76500
683,Hyderabad,2,8,Premium,5,No,Train,Peak,10,8,192000
684,Mysore,10,6,Budget,4,Yes,Flight,Off,3,2,350500
685,Mumbai,9,3,Standard,3,No,Bus,Off,5,1,127700
686,Ooty,1,5,Standard,4,No,Bus,Peak,1,9,56250
687,Darjeeling,5,5,Budget,2,No,Flight,Off,14,9,112000
688,Darjeeling,3,4,Standard,5,No,Train,Peak,20,6,132300
689,Mumbai,8,8,Budget,3,Yes,Bus,Off,17,4,286700
690,Jaipur,1,1,Standard,2,Yes,Train,Peak,18,6,14400
691,Hyderabad,3,4,Budget,5,No,Train,Peak,7,9,129150
692,Mysore,4,1,Premium,2,Yes,Flight,Peak,6,10,41250
693,Mumbai,4,4,Standard,3,No,Bus,Peak,4,1,117150
694,Leh,5,8,Budget,3,No,Car,Off,20,9,192500
695,Delhi,9,5,Premium,5,No,Bus,Off,20,4,322000
696,Agra,10,7,Premium,3,Yes,Train,Peak,4,10,550500
697,Darjeeling,6,1,Premium,4,No,Bus,Off,12,9,41500
698,Goa,6,1,Budget,3,Yes,Flight,Off,15,5,34800
699,Darjeeling,9,1,Budget,3,No,Car,Peak,20,7,66300
700,Varanasi,6,6,Budget,5,Yes,Car,Peak,16,1,361200
701,Agra,10,2,Budget,2,Yes,Car,Off,6,10,76500
702,Chennai,7,6,Standard,3,Yes,Bus,Peak,1,9,307800
703,Ooty,10,2,Budget,2,Yes,Train,Off,15,10,75500
704,Leh,8,1,Premium,3,Yes,Flight,Off,11,9,51000
705,Mysore,4,7,Premium,4,Yes,Car,Peak,2,5,279000
706,Varanasi,6,6,Budget,3,No,Bus,Off,14,5,163300
707,Delhi,3,4,Standard,3,No,Train,Off,19,1,61700
708,Delhi,4,7,Budget,2,Yes,Train,Off,3,10,109400
709,Ooty,7,6,Standard,3,Yes,Flight,Off,11,2,225700
710,Leh,4,4,Premium,3,Yes,Car,Off,1,1,90000
711,Varanasi,9,5,Standard,3,No,Bus,Peak,11,2,319500
712,Hyderabad,8,1,Budget,5,No,Train,Off,14,5,54400
713,Varanasi,7,1,Premium,2,No,Bus,Off,1,5,31500
714,Mumbai,3,1,Budget,3,No,Bus,Off,5,3,15400
715,Pondicherry,3,8,Budget,5,No,Bus,Off,8,5,161700
716,Jaipur,7,6,Premium,3,Yes,Flight,Off,2,9,246000
717,Bangalore,9,8,Premium,4,Yes,Flight,Off,20,8,477500
718,Kochi,4,7,Premium,2,Yes,Bus,Peak,1,5,184500
719,Delhi,4,4,Standard,2,No,Flight,Peak,12,5,120150
720,Leh,5,6,Premium,5,Yes,Car,Off,15,9,228000
721,Rishikesh,6,3,Budget,5,No,Flight,Off,4,7,131900
722,Leh,1,1,Premium,3,No,Bus,Off,2,10,11000
723,Ooty,7,5,Premium,3,No,Flight,Off,15,10,205000
724,Bangalore,6,3,Standard,3,No,Car,Off,15,10,93800
725,Kochi,3,6,Standard,5,No,Train,Off,13,2,128800
726,Ooty,8,4,Premium,5,No,Car,Off,2,5,234500
727,Leh,5,7,Standard,3,Yes,Car,Peak,19,4,267750
728,Varanasi,8,3,Standard,3,Yes,Car,Peak,2,6,181350
729,Manali,8,1,Standard,3,Yes,Flight,Peak,14,2,66450
730,Kochi,1,8,Premium,5,Yes,Bus,Off,18,6,68500
731,Mysore,8,7,Premium,2,No,Flight,Peak,12,7,393750
732,Leh,5,7,Premium,4,No,Car,Off,19,1,224500
733,Shimla,5,6,Standard,2,No,Flight,Peak,16,9,213750
734,Manali,10,6,Premium,3,Yes,Bus,Off,11,10,312500
735,Jaipur,7,6,Standard,2,No,Car,Peak,10,6,249300
736,Manali,2,4,Premium,3,Yes,Train,Peak,12,4,74250
737,Varanasi,3,2,Budget,5,No,Car,Peak,19,6,67200
738,Shimla,2,2,Budget,3,No,Bus,Peak,20,2,30300
739,Rishikesh,8,2,Premium,4,No,Bus,Off,4,1,98500
740,Varanasi,2,3,Standard,4,Yes,Car,Peak,10,1,62400
741,Delhi,7,2,Premium,5,No,Train,Off,6,4,103000
742,Mysore,6,7,Budget,4,Yes,Flight,Peak,6,3,390900
743,Amritsar,4,8,Premium,3,Yes,Flight,Peak,17,8,308250
744,Udaipur,8,5,Budget,2,Yes,Flight,Peak,14,9,244500
745,Mumbai,7,1,Premium,5,No,Car,Peak,6,4,79500
746,Pondicherry,6,3,Standard,3,Yes,Car,Peak,9,2,136950
747,Darjeeling,6,2,Premium,3,Yes,Car,Peak,10,4,101250
748,Bangalore,2,6,Premium,2,Yes,Flight,Peak,5,6,123750
749,Agra,9,4,Standard,2,No,Train,Off,12,1,136100
750,Delhi,9,4,Premium,3,No,Train,Peak,15,1,279750
751,Bangalore,5,5,Premium,4,No,Car,Peak,7,5,243750
752,Delhi,4,1,Premium,4,Yes,Car,Off,9,5,30000
753,Goa,4,2,Budget,4,No,Car,Peak,20,1,70350
754,Agra,9,8,Premium,2,Yes,Bus,Peak,15,2,447750
755,Leh,4,1,Premium,2,Yes,Flight,Off,18,8,26500
756,Manali,6,3,Budget,3,Yes,Flight,Peak,12,6,145350
757,Udaipur,7,6,Standard,3,No,Train,Off,16,6,205200
758,Manali,2,3,Premium,4,No,Bus,Off,9,4,41000
759,Kochi,4,4,Premium,3,Yes,Car,Off,18,5,92000
760,Varanasi,6,7,Premium,4,Yes,Flight,Off,8,5,291000
761,Kochi,7,3,Standard,4,No,Flight,Off,7,6,135600
762,Shimla,1,3,Budget,3,No,Bus,Peak,11,1,24600
763,Delhi,5,5,Standard,3,Yes,Car,Off,15,8,130500
764,Agra,5,8,Premium,5,Yes,Train,Peak,3,10,447750
765,Amritsar,5,7,Premium,4,Yes,Flight,Off,10,1,247000
766,Goa,4,4,Budget,2,No,Bus,Off,2,1,57300
767,Shimla,6,5,Premium,4,Yes,Train,Off,6,7,192500
768,Mumbai,8,4,Budget,4,Yes,Bus,Peak,1,4,265650
769,Mysore,9,3,Standard,2,No,Flight,Off,17,8,116200
770,Mumbai,1,8,Budget,4,No,Bus,Off,8,8,54400
771,Shimla,8,6,Budget,3,No,Bus,Off,20,8,216400
772,Jaipur,5,5,Budget,3,Yes,Flight,Off,11,2,135000
773,Amritsar,6,4,Standard,5,No,Train,Off,16,6,167400
774,Kochi,5,4,Standard,4,Yes,Bus,Off,2,5,120000
775,Goa,10,4,Standard,2,Yes,Flight,Peak,1,7,253500
776,Hyderabad,9,8,Budget,2,No,Train,Peak,3,10,381900
777,Delhi,6,2,Budget,3,No,Car,Off,1,4,57600
778,Amritsar,9,2,Premium,2,No,Flight,Peak,18,3,125250
779,Amritsar,10,8,Standard,3,Yes,Train,Peak,13,3,574500
780,Chennai,3,2,Standard,4,Yes,Train,Off,6,8,42100
781,Udaipur,1,6,Standard,2,No,Train,Peak,8,6,50400
782,Delhi,1,7,Standard,2,No,Train,Off,18,7,39200
783,Manali,7,1,Premium,4,Yes,Car,Off,7,7,49000
784,Hyderabad,5,3,Budget,2,No,Car,Peak,1,4,86250
785,Shimla,8,3,Premium,4,No,Car,Off,20,8,154000
786,Darjeeling,10,2,Premium,3,Yes,Car,Off,3,4,107500
787,Mysore,5,2,Budget,5,No,Bus,Off,8,9,69500
788,Kochi,2,2,Budget,2,No,Bus,Off,15,10,20200
789,Leh,9,7,Premium,5,Yes,Flight,Off,6,8,481500
790,Agra,8,8,Standard,4,No,Car,Peak,17,5,565350
791,Kochi,1,3,Standard,3,Yes,Train,Off,4,9,24300
792,Shimla,4,5,Standard,3,Yes,Flight,Off,7,1,119000
793,Kochi,6,4,Budget,4,No,Car,Peak,3,3,205050
794,Manali,8,4,Standard,3,Yes,Train,Off,9,7,158200
795,Manali,3,5,Premium,4,No,Bus,Off,5,2,96000
796,Goa,9,7,Budget,5,No,Flight,Peak,12,2,649350
797,Mumbai,6,4,Premium,5,Yes,Bus,Off,6,9,178000
798,Manali,10,7,Premium,5,Yes,Train,Off,11,10,507000
799,Manali,5,3,Standard,2,No,Bus,Peak,13,1,86250
800,Jaipur,7,1,Standard,4,Yes,Flight,Off,17,2,46700
801,Pondicherry,7,4,Standard,2,No,Flight,Off,4,4,122800
802,Mysore,9,1,Premium,2,No,Flight,Peak,5,5,65250
803,Mumbai,4,4,Premium,5,Yes,Car,Peak,2,10,189750
804,Delhi,7,8,Standard,3,No,Flight,Peak,2,10,453900
805,Udaipur,9,5,Premium,3,Yes,Train,Peak,17,6,355500
806,Manali,8,4,Budget,3,No,Train,Peak,17,9,222150
807,Agra,9,1,Budget,5,No,Train,Off,6,10,63200
808,Chennai,4,1,Premium,3,Yes,Flight,Peak,16,8,45750
809,Amritsar,4,6,Standard,3,No,Bus,Off,19,2,117400
810,Leh,1,1,Standard,5,No,Bus,Peak,14,4,14400
811,Leh,6,1,Standard,2,Yes,Train,Off,1,7,28100
812,Amritsar,10,8,Budget,2,Yes,Bus,Peak,17,4,413250
813,Amritsar,6,3,Budget,4,No,Bus,Off,20,4,100400
814,Chennai,1,6,Premium,5,No,Flight,Off,2,7,75500
815,Shimla,9,8,Standard,4,No,Train,Peak,18,5,626550
816,Hyderabad,2,6,Standard,3,No,Train,Peak,2,10,103800
817,Manali,4,1,Budget,3,No,Bus,Off,18,10,23200
818,Shimla,5,3,Budget,2,No,Bus,Peak,16,1,79500
819,Mumbai,2,5,Premium,5,No,Flight,Off,20,10,100000
820,Varanasi,6,3,Standard,5,Yes,Bus,Peak,14,2,186450
821,Rishikesh,9,1,Premium,2,Yes,Car,Off,1,2,40500
822,Manali,7,4,Premium,3,Yes,Car,Peak,10,8,230250
823,Manali,7,4,Budget,2,No,Train,Peak,2,6,152100
824,Pondicherry,1,7,Standard,3,No,Car,Peak,11,8,75300
825,Mumbai,6,2,Budget,2,Yes,Flight,Peak,7,10,84150
826,Varanasi,10,1,Standard,5,Yes,Train,Off,3,6,72000
827,Amritsar,5,2,Standard,2,No,Bus,Off,9,1,38500
828,Mysore,6,5,Premium,5,No,Train,Peak,11,9,333000
829,Bangalore,6,8,Standard,5,No,Flight,Peak,5,2,536700
830,Amritsar,8,3,Premium,3,No,Train,Off,15,4,126500
831,Goa,9,1,Standard,5,No,Bus,Peak,12,9,97350
832,Kochi,1,1,Standard,4,No,Car,Off,13,2,8600
833,Rishikesh,10,1,Premium,2,Yes,Flight,Off,2,4,48500
834,Kochi,2,1,Premium,4,Yes,Train,Peak,20,9,29250
835,Kochi,8,1,Premium,5,Yes,Train,Off,7,5,61500
836,Mysore,6,4,Premium,3,Yes,Train,Peak,16,10,198750
837,Mumbai,7,1,Premium,4,No,Flight,Peak,15,1,71250
838,Leh,2,2,Budget,2,Yes,Bus,Off,6,3,18200
839,Darjeeling,5,8,Budget,2,No,Car,Peak,13,3,224250
840,Kochi,7,3,Budget,2,Yes,Flight,Off,9,6,88800
841,Leh,5,3,Standard,2,No,Flight,Off,7,1,69500
842,Delhi,6,2,Premium,3,Yes,Car,Off,15,6,68500
843,Goa,5,7,Premium,4,No,Bus,Peak,12,5,329250
844,Varanasi,4,8,Standard,3,Yes,Train,Off,9,1,161200
845,Mysore,9,2,Standard,3,No,Car,Peak,19,3,132450
846,Shimla,8,6,Budget,5,Yes,Car,Off,17,6,318900
847,Pondicherry,1,1,Premium,3,No,Flight,Peak,8,8,21000
848,Mysore,4,6,Budget,5,Yes,Bus,Peak,15,4,241050
849,Kochi,5,2,Budget,2,No,Bus,Off,2,5,37500
850,Rishikesh,2,4,Budget,5,No,Flight,Off,3,1,70900
851,Mysore,6,2,Budget,2,Yes,Car,Off,7,5,47600
852,Agra,6,3,Budget,4,No,Flight,Off,16,2,111400
853,Udaipur,2,2,Premium,2,No,Train,Peak,15,6,33000
854,Rishikesh,1,4,Premium,3,No,Train,Off,16,10,31000
855,Bangalore,9,7,Budget,4,No,Car,Off,7,2,348900
856,Chennai,7,7,Budget,3,Yes,Car,Off,13,8,230200
857,Leh,7,4,Budget,4,Yes,Train,Off,6,8,159900
858,Chennai,6,8,Budget,4,Yes,Bus,Peak,17,8,401850
859,Pondicherry,3,2,Premium,4,Yes,Train,Off,17,5,43000
860,Mumbai,9,4,Budget,5,No,Train,Off,8,1,233300
861,Rishikesh,4,4,Premium,4,Yes,Bus,Peak,9,3,154500
862,Leh,9,2,Premium,5,Yes,Car,Off,2,4,133500
863,Pondicherry,3,4,Premium,4,Yes,Car,Off,18,8,85500
864,Rishikesh,1,4,Budget,5,No,Flight,Off,13,6,48200
865,Mysore,5,7,Premium,3,Yes,Car,Peak,4,5,289500
866,Pondicherry,2,2,Budget,3,Yes,Car,Off,8,2,23700
867,Rishikesh,9,7,Premium,2,No,Train,Off,19,1,263000
868,Jaipur,1,3,Premium,4,Yes,Train,Off,17,2,25000
869,Varanasi,6,5,Budget,5,Yes,Bus,Peak,20,8,299250
870,Ooty,1,8,Budget,2,No,Bus,Peak,14,8,57600
871,Jaipur,9,3,Standard,4,No,Train,Peak,13,5,237300
872,Hyderabad,9,8,Premium,2,No,Car,Off,12,9,308500
873,Mysore,4,5,Premium,5,No,Train,Peak,6,5,225000
874,Varanasi,2,4,Standard,4,Yes,Car,Peak,10,4,84450
875,Bangalore,5,2,Premium,5,Yes,Flight,Peak,17,4,125250
876,Mumbai,9,8,Standard,3,No,Train,Off,15,3,344700
877,Udaipur,10,7,Premium,4,Yes,Flight,Peak,9,9,691500
878,Leh,8,2,Budget,2,Yes,Train,Peak,11,2,87450
879,Mumbai,10,3,Premium,4,Yes,Bus,Peak,13,7,282000
880,Darjeeling,5,1,Premium,4,No,Train,Peak,7,8,53250
881,Kochi,5,8,Standard,4,No,Train,Peak,1,10,361500
882,Ooty,2,7,Premium,4,No,Bus,Off,15,9,95500
883,Darjeeling,9,2,Budget,4,Yes,Train,Off,18,8,103900
884,Rishikesh,7,6,Premium,2,No,Flight,Off,2,4,200000
885,Agra,5,6,Standard,5,Yes,Bus,Peak,2,6,312750
886,Goa,4,6,Budget,4,Yes,Car,Peak,2,7,216300
887,Mysore,8,3,Budget,3,Yes,Bus,Peak,11,6,166050
888,Bangalore,1,4,Standard,3,No,Bus,Off,3,2,23400
889,Leh,7,4,Premium,3,No,Bus,Off,3,3,145500
890,Jaipur,8,3,Premium,4,Yes,Bus,Off,6,1,149000
891,Shimla,2,1,Standard,5,No,Car,Peak,18,5,26550
892,Udaipur,7,8,Premium,3,No,Car,Off,15,4,298000
893,Manali,1,4,Budget,2,No,Train,Peak,5,1,29550
894,Kochi,5,4,Standard,3,No,Train,Off,8,3,99500
895,Mumbai,8,4,Standard,2,Yes,Bus,Peak,20,7,186300
896,Rishikesh,6,4,Standard,5,Yes,Car,Off,7,10,172900
897,Bangalore,1,2,Budget,4,No,Flight,Off,11,3,22100
898,Mumbai,10,8,Premium,3,No,Bus,Peak,5,3,614250
899,Hyderabad,8,2,Budget,2,No,Flight,Peak,3,1,94950
900,Jaipur,6,3,Premium,4,No,Car,Off,8,5,116500
901,Varanasi,1,1,Standard,5,No,Car,Off,20,3,10100
902,Chennai,5,4,Premium,2,No,Train,Off,12,7,89500
903,Shimla,3,4,Budget,5,No,Train,Peak,16,7,127650
904,Amritsar,8,1,Premium,5,No,Train,Off,20,10,62500
905,Pondicherry,2,8,Premium,5,Yes,Car,Peak,11,7,199500
906,Delhi,7,6,Budget,4,No,Bus,Peak,3,4,345900
907,Amritsar,3,7,Standard,4,No,Train,Off,16,5,130600
908,Leh,4,6,Budget,4,Yes,Car,Off,16,4,142700
909,Goa,10,1,Standard,2,Yes,Flight,Off,10,3,44000
910,Mumbai,8,4,Premium,3,Yes,Car,Off,12,8,173500
911,Chennai,10,6,Budget,3,Yes,Car,Off,6,9,276000
912,Mysore,2,4,Budget,5,No,Flight,Peak,2,6,110100
913,Mysore,1,7,Standard,3,No,Train,Off,9,3,44200
914,Delhi,6,2,Premium,3,Yes,Flight,Off,19,6,74500
915,Mysore,9,7,Standard,5,No,Train,Peak,16,5,643200
916,Rishikesh,7,2,Budget,5,Yes,Car,Off,16,3,95200
917,Bangalore,6,7,Standard,2,No,Train,Off,12,5,164200
918,Ooty,8,6,Standard,4,No,Train,Peak,8,1,417450
919,Hyderabad,9,4,Premium,5,No,Car,Off,3,9,264500
920,Jaipur,7,6,Standard,4,Yes,Train,Peak,1,4,371550
921,Varanasi,9,4,Premium,2,No,Flight,Off,5,10,169000
922,Hyderabad,7,7,Premium,2,Yes,Car,Peak,13,2,318750
923,Kochi,7,8,Budget,2,Yes,Flight,Off,3,6,229300
924,Mumbai,8,6,Budget,2,Yes,Bus,Peak,2,9,255600
925,Hyderabad,10,2,Standard,5,No,Train,Off,17,2,136000
926,Pondicherry,7,6,Standard,5,No,Train,Peak,14,9,436050
927,Udaipur,8,2,Budget,5,Yes,Train,Peak,4,2,159450
928,Jaipur,5,2,Premium,2,No,Bus,Off,20,6,45000
929,Goa,5,1,Premium,2,No,Car,Off,20,4,24000
930,Kochi,6,1,Standard,2,Yes,Flight,Off,10,6,31100
931,Manali,5,5,Budget,2,Yes,Car,Peak,9,8,147000
932,Mysore,9,3,Budget,2,No,Car,Peak,19,5,146400
933,Udaipur,5,1,Budget,5,No,Bus,Off,8,1,33000
934,Agra,7,5,Budget,2,Yes,Flight,Peak,6,4,216000
935,Hyderabad,4,1,Budget,2,No,Train,Peak,5,5,25800
936,Hyderabad,3,8,Budget,5,Yes,Bus,Peak,4,8,247050
937,Goa,9,4,Premium,5,No,Flight,Peak,5,7,413250
938,Udaipur,10,5,Premium,3,Yes,Bus,Off,20,8,260500
939,Bangalore,7,1,Premium,2,No,Flight,Off,6,2,34000
940,Delhi,6,1,Premium,3,No,Car,Off,6,1,32500
941,Jaipur,7,5,Standard,2,No,Train,Peak,5,4,203250
942,Ooty,8,4,Premium,3,Yes,Bus,Off,6,3,167000
943,Amritsar,8,3,Standard,5,No,Train,Peak,12,1,245100
944,Delhi,10,8,Premium,2,No,Bus,Off,10,9,332500
945,Leh,8,1,Standard,2,Yes,Train,Peak,19,7,52950
946,Manali,8,4,Budget,2,No,Car,Peak,18,6,174900
947,Leh,8,3,Budget,2,Yes,Train,Off,10,9,89700
948,Chennai,10,5,Budget,2,No,Car,Off,1,4,177000
949,Amritsar,6,8,Budget,3,Yes,Car,Off,1,5,226400
950,Leh,9,5,Premium,3,No,Flight,Off,4,2,251000
951,Goa,2,3,Premium,5,Yes,Train,Peak,6,3,74250
952,Darjeeling,1,7,Standard,2,No,Car,Off,11,1,39700
953,Leh,4,1,Standard,2,Yes,Flight,Peak,6,9,38100
954,Shimla,3,8,Budget,3,No,Flight,Peak,18,5,218550
955,Goa,1,7,Premium,4,Yes,Bus,Off,15,1,51000
956,Bangalore,9,3,Standard,3,No,Train,Peak,16,5,196800
957,Varanasi,9,8,Premium,4,Yes,Flight,Peak,10,6,714750
958,Mumbai,10,5,Premium,3,Yes,Car,Off,11,1,262000
959,Darjeeling,6,6,Budget,5,No,Train,Peak,13,2,355200
960,Kochi,5,6,Standard,2,No,Car,Off,9,6,123000
961,Pondicherry,1,4,Budget,2,Yes,Train,Off,11,10,25700
962,Goa,2,4,Premium,4,No,Car,Peak,13,8,90000
963,Delhi,4,4,Budget,3,Yes,Bus,Off,17,7,77800
964,Ooty,3,7,Premium,2,No,Car,Off,4,10,103000
965,Shimla,1,5,Standard,3,No,Train,Off,6,7,34000
966,Manali,2,8,Premium,3,Yes,Bus,Peak,19,1,135000
967,Pondicherry,2,7,Budget,5,No,Flight,Off,20,3,124700
968,Udaipur,9,5,Standard,3,Yes,Train,Off,14,1,216500
969,Kochi,6,5,Standard,5,Yes,Flight,Off,6,9,229000
970,Mysore,10,5,Standard,3,Yes,Bus,Off,16,1,237000
971,Mumbai,4,2,Standard,5,Yes,Bus,Peak,18,4,87450
972,Mysore,4,5,Standard,4,Yes,Train,Off,2,10,126000
973,Varanasi,9,4,Premium,5,Yes,Car,Off,5,8,265500
974,Hyderabad,9,5,Standard,5,Yes,Car,Off,13,7,312000
975,Hyderabad,7,3,Standard,4,No,Car,Peak,20,8,191400
976,Mysore,10,1,Premium,5,Yes,Bus,Peak,12,3,111000
977,Kochi,10,4,Premium,3,Yes,Flight,Off,10,7,225000
978,Amritsar,4,8,Standard,4,No,Car,Off,18,10,200200
979,Mysore,10,8,Standard,4,Yes,Car,Off,12,1,466000
980,Rishikesh,7,1,Standard,3,No,Car,Off,5,5,36700
981,Bangalore,5,3,Standard,2,No,Train,Off,6,5,61000
982,Darjeeling,2,1,Premium,4,Yes,Flight,Peak,4,1,28500
983,Delhi,8,4,Standard,4,Yes,Flight,Off,12,9,205200
984,Mumbai,8,1,Budget,3,No,Flight,Off,12,6,42400
985,Goa,7,6,Standard,3,No,Bus,Peak,1,7,304050
986,Kochi,7,1,Premium,2,No,Car,Peak,13,1,45750
987,Delhi,1,7,Standard,4,No,Bus,Off,18,9,50700
988,Udaipur,4,5,Budget,5,No,Bus,Peak,5,8,202500
989,Mysore,8,2,Standard,5,No,Flight,Off,12,2,116600
990,Manali,10,3,Budget,5,No,Car,Peak,16,10,300000
991,Manali,10,3,Premium,2,Yes,Flight,Off,18,8,140500
992,Kochi,8,1,Premium,3,Yes,Car,Off,3,10,48500
993,Shimla,2,7,Standard,5,Yes,Flight,Peak,2,8,199350
994,Hyderabad,5,7,Standard,3,Yes,Flight,Peak,18,5,300000
995,Delhi,8,6,Premium,3,Yes,Bus,Off,5,1,248000
996,Mysore,5,7,Premium,3,No,Train,Peak,13,7,283500
997,Hyderabad,3,1,Standard,3,Yes,Car,Off,1,7,20800
998,Darjeeling,4,7,Budget,3,No,Train,Off,8,9,135400
999,Chennai,6,6,Budget,5,Yes,Bus,Peak,3,3,353700
1000,Hyderabad,6,7,Premium,2,Yes,Car,Off,13,10,188500
